State,District,Market,Commodity,Variety,Grade,Arrival Date,Min Price,Max Price,Modal Price,Modal Price (Rs/kg)
Gujarat,Sabarkantha,Modasa(Tintoi),Wheat,Lokwan,FAQ,19/05/2025,"2,350","2,625","2,625",26.25
Gujarat,Surat,Mahuva(Anaval),Mango,Other,Medium,19/05/2025,850,"1,000",900,9.00
Gujarat,Surat,Surat,Bhindi(Ladies Finger),Other,FAQ,19/05/2025,"1,500","4,000","2,750",27.50
Gujarat,Surat,Surat,Bitter gourd,Other,FAQ,19/05/2025,"2,500","5,000","3,750",37.50
Gujarat,Surat,Surat,Capsicum,Other,FAQ,19/05/2025,"2,500","3,500","3,000",30.00
Gujarat,Surat,Surat,Carrot,Other,FAQ,19/05/2025,"1,000","2,000","1,500",15.00
Gujarat,Surat,Surat,Green Chilli,Other,FAQ,19/05/2025,"2,500","5,000","3,750",37.50
Gujarat,Surat,Surat,Mango (Raw-Ripe),Other,FAQ,19/05/2025,"3,000","7,000","5,000",50.00
Gujarat,Surat,Surat,Papaya (Raw),Other,FAQ,19/05/2025,500,"1,300",900,9.00
Gujarat,Surat,Surat,Peas cod,Other,FAQ,19/05/2025,"8,000","11,000","9,500",95.00
Gujarat,Surat,Surat,Potato,Other,FAQ,19/05/2025,700,"2,000","1,350",13.50
Gujarat,Surat,Surat,Sponge gourd,Other,FAQ,19/05/2025,"1,000","3,000","2,000",20.00
Gujarat,Surat,Surat,Yam (Ratalu),Other,FAQ,19/05/2025,"4,500","7,000","5,750",57.50
Gujarat,Surendranagar,Dhragradhra,Soanf,Soanf,FAQ,19/05/2025,"6,675","8,340","7,500",75.00
Gujarat,Surendranagar,Vadhvan,Apple,Apple,Medium,19/05/2025,"17,500","21,500","19,500",195.00
Gujarat,Surendranagar,Vadhvan,Bottle gourd,Bottle Gourd,FAQ,19/05/2025,"2,000","2,500","2,250",22.50
Gujarat,Surendranagar,Vadhvan,Cabbage,Cabbage,FAQ,19/05/2025,"1,000","1,500","1,250",12.50
Gujarat,Surendranagar,Vadhvan,Coriander(Leaves),Coriander,FAQ,19/05/2025,"3,500","4,000","3,750",37.50
Gujarat,Surendranagar,Vadhvan,Water Melon,Water Melon,Medium,19/05/2025,500,750,625,6.25
Gujarat,Vadodara(Baroda),Padra,Bhindi(Ladies Finger),Other,FAQ,19/05/2025,"2,500","3,500","3,000",30.00
Gujarat,Vadodara(Baroda),Padra,Cauliflower,Other,FAQ,19/05/2025,"2,500","3,000","2,750",27.50
Gujarat,Vadodara(Baroda),Padra,Spinach,Other,FAQ,19/05/2025,700,800,750,7.50
Gujarat,Vadodara(Baroda),Padra,Tomato,Other,FAQ,19/05/2025,"1,400","1,600","1,500",15.00
Haryana,Gurgaon,Gurgaon,Onion,Other,Non-FAQ,19/05/2025,800,"1,000",900,9.00
Haryana,Hissar,Barwala(Hisar),Bitter gourd,Other,FAQ,19/05/2025,"1,500","2,000","1,800",18.00
Haryana,Hissar,Hansi,Bhindi(Ladies Finger),Other,FAQ,19/05/2025,"2,000","3,000","2,500",25.00
Haryana,Hissar,Hansi,Cabbage,Other,FAQ,19/05/2025,400,600,500,5.00
Haryana,Hissar,Hansi,Capsicum,Other,FAQ,19/05/2025,"2,000","3,000","2,500",25.00
Haryana,Hissar,Hansi,Lemon,Other,FAQ,19/05/2025,"8,000","12,000","10,000",100.00
Haryana,Hissar,Hansi,Mango,Other,Medium,19/05/2025,"5,000","10,000","8,000",80.00
Haryana,Hissar,Hansi,Pumpkin,Other,FAQ,19/05/2025,600,"1,000",800,8.00
Haryana,Hissar,Hansi,Ridgeguard(Tori),Other,FAQ,19/05/2025,"3,000","4,000","3,500",35.00
Haryana,Hissar,Uklana,Bhindi(Ladies Finger),Bhindi,FAQ,19/05/2025,"1,500","1,500","1,500",15.00
Haryana,Hissar,Uklana,Brinjal,Other,FAQ,19/05/2025,800,"1,000","1,000",10.00
Haryana,Hissar,Uklana,Cucumbar(Kheera),Cucumbar,FAQ,19/05/2025,600,700,700,7.00
Haryana,Hissar,Uklana,Mango,Other,Medium,19/05/2025,"5,000","5,000","5,000",50.00
Haryana,Hissar,Uklana,Potato,Potato,FAQ,19/05/2025,900,900,900,9.00
Haryana,Kaithal,Dhand,Banana,Other,Medium,19/05/2025,"3,000","4,000","3,800",38.00
Haryana,Kurukshetra,Pehowa,Onion,Other,FAQ,19/05/2025,900,"1,000","1,000",10.00
Haryana,Mahendragarh-Narnaul,Narnaul,Bitter gourd,Bitter Gourd,FAQ,19/05/2025,"2,500","2,500","2,500",25.00
Haryana,Mahendragarh-Narnaul,Narnaul,Lemon,Lemon,FAQ,19/05/2025,"6,000","9,000","8,000",80.00
Haryana,Mahendragarh-Narnaul,Narnaul,Mango,Other,Medium,19/05/2025,"3,000","5,000","4,000",40.00
Haryana,Mahendragarh-Narnaul,Narnaul,Mousambi(Sweet Lime),Mousambi,Medium,19/05/2025,"3,000","3,500","3,500",35.00
Haryana,Mahendragarh-Narnaul,Narnaul,Sponge gourd,Sponge gourd,FAQ,19/05/2025,"1,500","2,500","2,000",20.00
Haryana,Mahendragarh-Narnaul,Narnaul,Water Melon,Water Melon,Medium,19/05/2025,500,800,600,6.00
Haryana,Mewat,Tauru,Onion,Nasik,FAQ,19/05/2025,"1,500","1,500","1,500",15.00
Haryana,Mewat,Tauru,Potato,Local,FAQ,19/05/2025,"1,200","1,200","1,200",12.00
Haryana,Mewat,Tauru,Ridgeguard(Tori),Other,FAQ,19/05/2025,"1,500","1,500","1,500",15.00
Haryana,Mewat,Tauru,Tomato,Deshi,FAQ,19/05/2025,"1,000","1,000","1,000",10.00
Haryana,Panchkula,Panchkul(Kalka),Tomato,Other,FAQ,19/05/2025,"1,500","2,500","2,000",20.00
Haryana,Panipat,Panipat,Banana,Other,Medium,19/05/2025,"2,200","2,400","2,300",23.00
Haryana,Panipat,Panipat,Cabbage,Other,FAQ,19/05/2025,400,"1,000",700,7.00
Haryana,Panipat,Panipat,Cucumbar(Kheera),Other,FAQ,19/05/2025,500,"1,500","1,000",10.00
Haryana,Panipat,Samalkha,Cabbage,Cabbage,FAQ,19/05/2025,500,500,500,5.00
Haryana,Panipat,Samalkha,Capsicum,Capsicum,FAQ,19/05/2025,"1,500","1,500","1,500",15.00
Haryana,Panipat,Samalkha,Pumpkin,Pumpkin,FAQ,19/05/2025,500,500,500,5.00
Haryana,Rewari,Kosli,Bottle gourd,Bottle Gourd,FAQ,19/05/2025,"1,000","1,000","1,000",10.00
Haryana,Sirsa,kalanwali,Banana,Other,Medium,19/05/2025,"2,500","3,200","2,500",25.00
Haryana,Sonipat,Ganaur,Bitter gourd,Bitter Gourd,FAQ,19/05/2025,"1,800","2,000","1,800",18.00
Haryana,Sonipat,Ganaur,Cauliflower,Other,FAQ,19/05/2025,"2,400","2,500","2,400",24.00
Haryana,Sonipat,Ganaur,Onion,Onion,FAQ,19/05/2025,"1,800","2,000","1,800",18.00
Haryana,Sonipat,Ganaur,Tomato,Tomato,FAQ,19/05/2025,700,800,700,7.00
Haryana,Yamuna Nagar,Radaur,Bhindi(Ladies Finger),Other,FAQ,19/05/2025,"1,500","2,000","1,800",18.00
Haryana,Yamuna Nagar,Radaur,Brinjal,Other,FAQ,19/05/2025,800,"1,000",900,9.00
Haryana,Yamuna Nagar,Radaur,Tomato,Other,FAQ,19/05/2025,600,800,700,7.00
Haryana,Yamuna Nagar,Sadhaura,Colacasia,Colacasia,FAQ,19/05/2025,"2,500","3,000","2,800",28.00
Haryana,Yamuna Nagar,Sadhaura,Mango,Other,Medium,19/05/2025,"4,000","5,000","4,500",45.00
Haryana,Yamuna Nagar,Sadhaura,Sponge gourd,Other,FAQ,19/05/2025,"1,000","1,200","1,100",11.00
Himachal Pradesh,Chamba,Chamba,Banana,Other,Medium,19/05/2025,"4,500","5,000","4,750",47.50
Himachal Pradesh,Chamba,Chamba,Spinach,Other,FAQ,19/05/2025,"2,500","3,000","2,750",27.50
Himachal Pradesh,Hamirpur,Hamirpur,Bitter gourd,Other,FAQ,19/05/2025,"3,000","3,000","3,000",30.00
Himachal Pradesh,Hamirpur,Hamirpur,Cabbage,Other,FAQ,19/05/2025,"1,000","1,000","1,000",10.00
Himachal Pradesh,Hamirpur,Hamirpur,Ginger(Green),Other,FAQ,19/05/2025,"7,000","8,000","7,500",75.00
Himachal Pradesh,Hamirpur,Hamirpur,Peas Wet,Other,FAQ,19/05/2025,"8,000","8,000","8,000",80.00
Himachal Pradesh,Hamirpur,Hamirpur,Sponge gourd,Other,FAQ,19/05/2025,"2,500","3,000","2,800",28.00
Himachal Pradesh,Kangra,Dharamshala,Bhindi(Ladies Finger),Bhindi,FAQ,19/05/2025,"3,200","3,500","3,350",33.50
Himachal Pradesh,Kangra,Dharamshala,Bitter gourd,Other,FAQ,19/05/2025,"2,800","3,000","2,900",29.00
Himachal Pradesh,Kangra,Dharamshala,Brinjal,Other,FAQ,19/05/2025,"1,800","2,000","1,900",19.00
Himachal Pradesh,Kangra,Dharamshala,Cabbage,Other,FAQ,19/05/2025,"1,000","1,200","1,100",11.00
Himachal Pradesh,Kangra,Dharamshala,Cauliflower,Other,FAQ,19/05/2025,"5,000","5,500","5,250",52.50
Himachal Pradesh,Kangra,Dharamshala,French Beans (Frasbean),Other,FAQ,19/05/2025,"6,000","7,000","6,500",65.00
Himachal Pradesh,Kangra,Dharamshala,Garlic,Other,FAQ,19/05/2025,"9,000","9,500","9,250",92.50
Himachal Pradesh,Kangra,Dharamshala,Mousambi(Sweet Lime),Other,Medium,19/05/2025,"6,000","7,000","6,500",65.00
Himachal Pradesh,Kangra,Dharamshala,Pomegranate,Other,Medium,19/05/2025,"10,000","11,000","10,500",105.00
Himachal Pradesh,Kangra,Dharamshala,Potato,Other,FAQ,19/05/2025,"1,000","1,100","1,050",10.50
Himachal Pradesh,Kangra,Kangra,Banana,Other,Medium,19/05/2025,"4,000","5,000","4,500",45.00
Himachal Pradesh,Kangra,Kangra,Bottle gourd,Other,FAQ,19/05/2025,"1,000","1,800","1,400",14.00
Himachal Pradesh,Kangra,Kangra,Brinjal,Other,FAQ,19/05/2025,"1,200","2,300","1,500",15.00
Himachal Pradesh,Kangra,Kangra,Carrot,Other,FAQ,19/05/2025,"1,800","2,000","1,900",19.00
Himachal Pradesh,Kangra,Kangra,Colacasia,Colacasia,FAQ,19/05/2025,"5,000","5,500","5,200",52.00
Himachal Pradesh,Kangra,Kangra,Karbuja(Musk Melon),Other,Medium,19/05/2025,"2,000","2,500","2,200",22.00
Himachal Pradesh,Kangra,Kangra,Onion,Other,FAQ,19/05/2025,"2,000","2,200","2,100",21.00
Himachal Pradesh,Kangra,Kangra,Sponge gourd,Other,FAQ,19/05/2025,"2,500","3,000","2,700",27.00
Himachal Pradesh,Kangra,Kangra,Tinda,Other,FAQ,19/05/2025,"2,500","3,000","2,700",27.00
Himachal Pradesh,Kangra,Kangra,Tomato,Other,FAQ,19/05/2025,"1,000","1,200","1,100",11.00
Himachal Pradesh,Kangra,Kangra,Water Melon,Water Melon,Medium,19/05/2025,"1,000","1,500","1,200",12.00
Himachal Pradesh,Kangra,Kangra(Baijnath),Brinjal,Brinjal,FAQ,19/05/2025,"2,400","2,600","2,500",25.00
Himachal Pradesh,Kangra,Kangra(Baijnath),Cabbage,Cabbage,FAQ,19/05/2025,"1,000","1,200","1,100",11.00
Himachal Pradesh,Kangra,Kangra(Baijnath),French Beans (Frasbean),French Beans (Frasbean),FAQ,19/05/2025,"7,500","8,000","7,700",77.00
Himachal Pradesh,Kangra,Kangra(Baijnath),Mousambi(Sweet Lime),Mousambi,Medium,19/05/2025,"5,400","5,500","5,400",54.00
Himachal Pradesh,Kangra,Kangra(Baijnath),Raddish,Other,FAQ,19/05/2025,"4,000","4,000","4,000",40.00
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Beetroot,Beetroot,FAQ,19/05/2025,"3,800","4,000","3,900",39.00
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Bhindi(Ladies Finger),Bhindi,FAQ,19/05/2025,"3,000","3,500","3,300",33.00
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Cabbage,Cabbage,FAQ,19/05/2025,"1,100","1,200","1,150",11.50
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Carrot,Carrot,FAQ,19/05/2025,"2,200","2,500","2,400",24.00
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),French Beans (Frasbean),French Beans (Frasbean),FAQ,19/05/2025,"6,700","7,000","6,900",69.00
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Mango,Other,Medium,19/05/2025,"6,500","7,500","7,000",70.00
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Mousambi(Sweet Lime),Mousambi,Medium,19/05/2025,"6,500","7,500","7,000",70.00
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Pumpkin,Pumpkin,FAQ,19/05/2025,"1,500","1,600","1,550",15.50
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Cucumbar(Kheera),Cucumbar,FAQ,19/05/2025,"1,000","1,400","1,200",12.00
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Pumpkin,Other,FAQ,19/05/2025,"1,000","1,300","1,200",12.00
Himachal Pradesh,Kangra,Palampur,Apricot(Jardalu/Khumani),Other,Medium,19/05/2025,"7,000","8,000","7,800",78.00
Himachal Pradesh,Kangra,Palampur,Banana,Banana - Ripe,Medium,19/05/2025,"4,500","4,800","4,700",47.00
Himachal Pradesh,Kangra,Palampur,Cabbage,Cabbage,FAQ,19/05/2025,"1,000","1,100","1,050",10.50
Himachal Pradesh,Kangra,Palampur,Garlic,Average,FAQ,19/05/2025,"9,000","10,000","9,800",98.00
Himachal Pradesh,Kangra,Palampur,Grapes,Other,Medium,19/05/2025,"10,000","11,000","10,500",105.00
Himachal Pradesh,Kangra,Palampur,Guava,Other,Medium,19/05/2025,"10,000","12,000","11,000",110.00
Himachal Pradesh,Kangra,Palampur,Onion,Other,FAQ,19/05/2025,"1,700","1,800","1,750",17.50
Himachal Pradesh,Kangra,Palampur,Tomato,Tomato,FAQ,19/05/2025,"1,400","1,500","1,450",14.50
Himachal Pradesh,Solan,Solan(Nalagarh),Banana,Other,Medium,19/05/2025,"3,000","3,500","3,200",32.00
Himachal Pradesh,Solan,Solan(Nalagarh),Bottle gourd,Other,FAQ,19/05/2025,"1,300","1,500","1,400",14.00
Himachal Pradesh,Solan,Solan(Nalagarh),Brinjal,Other,FAQ,19/05/2025,"1,600","2,000","1,800",18.00
Himachal Pradesh,Solan,Solan(Nalagarh),Cabbage,Other,FAQ,19/05/2025,"1,000","1,200","1,100",11.00
Himachal Pradesh,Solan,Solan(Nalagarh),Cauliflower,Other,FAQ,19/05/2025,"4,800","5,600","5,200",52.00
Himachal Pradesh,Solan,Solan(Nalagarh),Garlic,Other,FAQ,19/05/2025,"8,000","9,000","8,500",85.00
Himachal Pradesh,Solan,Solan(Nalagarh),Pumpkin,Other,FAQ,19/05/2025,"1,000","1,200","1,100",11.00
Himachal Pradesh,Solan,Solan(Nalagarh),Sponge gourd,Other,FAQ,19/05/2025,"2,800","3,200","3,000",30.00
Jammu andKashmir,Kathua,Kathua,Banana,Other,Medium,19/05/2025,"3,500","4,000","3,750",37.50
Jammu andKashmir,Kathua,Kathua,Bitter gourd,Other,FAQ,19/05/2025,"2,000","2,500","2,250",22.50
Jammu andKashmir,Kathua,Kathua,Cabbage,Other,FAQ,19/05/2025,500,600,550,5.50
Jammu andKashmir,Kathua,Kathua,Cucumbar(Kheera),Other,FAQ,19/05/2025,"1,200","1,500","1,350",13.50
Jammu andKashmir,Kathua,Kathua,Mousambi(Sweet Lime),Other,Medium,19/05/2025,"6,000","7,000","6,500",65.00
Jammu andKashmir,Kathua,Kathua,Papaya,Other,Medium,19/05/2025,"4,000","4,500","4,250",42.50
Jammu andKashmir,Kathua,Kathua,Pineapple,Pine Apple,Medium,19/05/2025,"3,500","4,000","3,750",37.50
Jammu andKashmir,Kathua,Kathua,Potato,Other,FAQ,19/05/2025,800,"1,000",900,9.00
Jammu andKashmir,Kathua,Kathua,Spinach,Spinach,FAQ,19/05/2025,"1,500","2,000","1,750",17.50
Jammu andKashmir,Rajouri,Rajouri (F&V;),Apple,Delicious,Medium,19/05/2025,"12,000","13,000","12,500",125.00
Kerala,Alappuzha,Chengannur,Cluster beans,Cluster Beans,FAQ,19/05/2025,"7,600","8,000","7,800",78.00
Kerala,Alappuzha,Chengannur,Coconut,Big,FAQ,19/05/2025,"5,500","6,200","6,000",60.00
Kerala,Alappuzha,Chengannur,Colacasia,Colacasia,FAQ,19/05/2025,"5,800","6,300","6,000",60.00
Kerala,Alappuzha,Chengannur,Green Chilli,Green Chilly,FAQ,19/05/2025,"3,500","4,000","3,800",38.00
Kerala,Alappuzha,Chengannur,Mango (Raw-Ripe),Mango - Raw-Ripe,FAQ,19/05/2025,0,0,"4,000",40.00
Kerala,Alappuzha,Chengannur,Onion,Small,FAQ,19/05/2025,"5,700","6,000","5,800",58.00
Kerala,Alappuzha,Cherthala,Brinjal,Brinjal,FAQ,19/05/2025,"3,000","3,200","3,100",31.00
Kerala,Alappuzha,Cherthala,Potato,Chips,FAQ,19/05/2025,"4,500","4,700","4,600",46.00
Kerala,Alappuzha,Harippad,Amaranthus,Other,FAQ,19/05/2025,"5,000","5,500","5,000",50.00
Kerala,Alappuzha,Harippad,Amphophalus,Other,FAQ,19/05/2025,"5,000","5,500","5,000",50.00
Kerala,Alappuzha,Harippad,Bhindi(Ladies Finger),Other,FAQ,19/05/2025,"4,000","4,500","4,000",40.00
Kerala,Alappuzha,Harippad,Bottle gourd,Other,FAQ,19/05/2025,"1,000","1,400","1,000",10.00
Kerala,Alappuzha,Harippad,Carrot,Other,FAQ,19/05/2025,"5,000","5,500","5,000",50.00
Kerala,Alappuzha,Harippad,Cowpea(Veg),Other,FAQ,19/05/2025,"4,000","4,600","4,000",40.00
Kerala,Alappuzha,Harippad,Cucumbar(Kheera),Other,FAQ,19/05/2025,"3,000","3,500","3,000",30.00
Kerala,Alappuzha,Harippad,Mango,Other,Medium,19/05/2025,"5,000","5,500","5,000",50.00
Kerala,Alappuzha,Harippad,Onion,Big,FAQ,19/05/2025,"2,000","2,500","2,000",20.00
Kerala,Alappuzha,Mannar,Beetroot,Other,FAQ,19/05/2025,"3,000","3,200","3,100",31.00
Kerala,Alappuzha,Mannar,Carrot,Other,FAQ,19/05/2025,"4,000","4,200","4,100",41.00
Kerala,Ernakulam,Angamaly,Beetroot,Beetroot,FAQ,19/05/2025,"5,500","6,500","6,000",60.00
Kerala,Ernakulam,Angamaly,Cabbage,Cabbage,FAQ,19/05/2025,"2,600","4,000","3,200",32.00
Kerala,Ernakulam,Angamaly,Garlic,Average,FAQ,19/05/2025,"13,000","16,000","14,000",140.00
Kerala,Ernakulam,Angamaly,Pumpkin,Pumpkin,FAQ,19/05/2025,"1,800","3,000","2,500",25.00
Kerala,Ernakulam,Ernakulam,Amaranthus,Amaranthus,FAQ,19/05/2025,"2,800","3,000","2,900",29.00
Kerala,Ernakulam,Ernakulam,Cucumbar(Kheera),Other,FAQ,19/05/2025,"1,000","1,400","1,200",12.00
Kerala,Ernakulam,Ernakulam,Tapioca,Tapioca,FAQ,19/05/2025,"2,300","2,500","2,400",24.00
Kerala,Ernakulam,North Paravur,Amphophalus,Amphophalus,FAQ,19/05/2025,"5,300","6,000","5,500",55.00
Kerala,Ernakulam,North Paravur,Beetroot,Beetroot,FAQ,19/05/2025,"4,500","5,500","5,000",50.00
Kerala,Ernakulam,North Paravur,Carrot,Carrot,FAQ,19/05/2025,"3,700","4,500","4,000",40.00
Kerala,Ernakulam,North Paravur,Colacasia,Colacasia,FAQ,19/05/2025,"5,000","6,000","5,500",55.00
Kerala,Ernakulam,North Paravur,French Beans (Frasbean),French Beans (Frasbean),FAQ,19/05/2025,"7,000","8,000","7,500",75.00
Kerala,Ernakulam,North Paravur,Mint(Pudina),Mint(Pudina),FAQ,19/05/2025,"6,000","7,000","6,500",65.00
Kerala,Ernakulam,North Paravur,Onion,1st Sort,FAQ,19/05/2025,"5,000","5,500","5,200",52.00
Kerala,Ernakulam,North Paravur,Tapioca,Other,FAQ,19/05/2025,"3,000","4,000","3,500",35.00
Kerala,Ernakulam,North Paravur,Tomato,Deshi,FAQ,19/05/2025,"2,200","3,500","2,800",28.00
Kerala,Ernakulam,Perumbavoor,Arecanut(Betelnut/Supari),Supari,FAQ,19/05/2025,"31,500","32,500","32,000",320.00
Kerala,Ernakulam,Perumbavoor,Cucumbar(Kheera),Cucumbar,FAQ,19/05/2025,"1,300","2,300","1,700",17.00
Kerala,Ernakulam,Perumbavoor,Elephant Yam (Suran),Other,FAQ,19/05/2025,"3,500","4,500","4,000",40.00
Kerala,Ernakulam,Perumbavoor,Ginger(Green),Green Ginger,FAQ,19/05/2025,"6,000","7,000","6,500",65.00
Kerala,Ernakulam,Thrippunithura,Amphophalus,Amphophalus,FAQ,19/05/2025,"7,000","8,000","7,200",72.00
Kerala,Ernakulam,Thrippunithura,Bitter gourd,Bitter Gourd,FAQ,19/05/2025,"8,000","9,000","8,200",82.00
Kerala,Ernakulam,Thrippunithura,Colacasia,Other,FAQ,19/05/2025,"6,500","8,000","7,000",70.00
Kerala,Ernakulam,Thrippunithura,Cucumbar(Kheera),Cucumbar,FAQ,19/05/2025,"2,200","4,000","2,400",24.00
Kerala,Ernakulam,Thrippunithura,Drumstick,Drumstick,FAQ,19/05/2025,"8,000","10,000","8,500",85.00
Kerala,Ernakulam,Thrippunithura,Ginger(Green),Green Ginger,FAQ,19/05/2025,"6,500","10,000","7,000",70.00
Kerala,Ernakulam,Thrippunithura,Green Chilli,Green Chilly,FAQ,19/05/2025,"4,000","8,000","5,000",50.00
Kerala,Ernakulam,Thrippunithura,Onion,Big,FAQ,19/05/2025,"2,500","2,500","2,500",25.00
Kerala,Ernakulam,Thrippunithura,Pineapple,Pine Apple,Medium,19/05/2025,"4,300","5,000","4,500",45.00
Kerala,Idukki,Munnar,Onion,Big,FAQ,19/05/2025,"3,000","4,000","3,500",35.00
Kerala,Idukki,Munnar,Onion,Small,FAQ,19/05/2025,"4,500","6,000","5,000",50.00
Kerala,Idukki,Munnar,Pineapple,Other,Medium,19/05/2025,"3,000","4,000","3,500",35.00
Kerala,Idukki,Munnar,Pomegranate,Other,Medium,19/05/2025,"20,000","25,000","22,000",220.00
Kerala,Idukki,Munnar,Sweet Potato,Other,FAQ,19/05/2025,"5,000","6,500","6,000",60.00
Kerala,Kannur,Kannur,Bitter gourd,Bitter Gourd,FAQ,19/05/2025,"7,200","7,600","7,400",74.00
Kerala,Kannur,Maloor VFPCK,Banana - Green,Banana - Green,FAQ,19/05/2025,"5,400","5,400","5,400",54.00
Kerala,Kannur,Thalasserry,Cowpea(Veg),Other,FAQ,19/05/2025,"3,800","4,200","4,000",40.00
Kerala,Kannur,Thalasserry,Potato,Other,FAQ,19/05/2025,"2,600","3,000","2,800",28.00
Kerala,Kannur,Thalasserry,Snakeguard,Other,FAQ,19/05/2025,"2,800","3,100","3,000",30.00
Kerala,Kannur,Thalasserry,Tomato,Other,FAQ,19/05/2025,"1,600","2,000","1,800",18.00
Kerala,Kottayam,Ettumanoor,Ashgourd,Other,FAQ,19/05/2025,"1,800","2,000","1,900",19.00
Kerala,Kottayam,Ettumanoor,Banana - Green,Banana - Green,FAQ,19/05/2025,"4,400","4,800","4,600",46.00
Kerala,Kottayam,Ettumanoor,Coconut,Medium,FAQ,19/05/2025,"5,500","6,500","6,000",60.00
Kerala,Kottayam,Ettumanoor,Drumstick,Drumstick,FAQ,19/05/2025,"8,000","9,000","8,500",85.00
Kerala,Kottayam,Ettumanoor,Tomato,Tomato,FAQ,19/05/2025,"2,800","3,200","3,000",30.00
Kerala,Kottayam,Pampady,Ashgourd,Other,FAQ,19/05/2025,"2,000","3,500","3,000",30.00
Kerala,Kottayam,Pampady,Colacasia,Other,FAQ,19/05/2025,"4,000","6,000","5,000",50.00
Kerala,Kottayam,Pampady,Ginger(Green),Green Ginger,FAQ,19/05/2025,"5,000","7,000","6,000",60.00
Kerala,Kottayam,Pampady,Little gourd (Kundru),Other,FAQ,19/05/2025,"2,500","3,400","3,000",30.00
Kerala,Kottayam,Pampady,Snakeguard,Other,FAQ,19/05/2025,"3,000","4,500","4,000",40.00
Kerala,Kottayam,Thalayolaparambu,Amaranthus,Amaranthus,FAQ,19/05/2025,"2,500","2,800","2,600",26.00
Kerala,Kozhikode(Calicut),Mukkom,Carrot,Carrot,FAQ,19/05/2025,"6,500","6,900","6,700",67.00
Kerala,Kozhikode(Calicut),Mukkom,Pineapple,Other,Large,19/05/2025,"3,500","3,900","3,700",37.00
Kerala,Kozhikode(Calicut),Mukkom,Potato,Other,FAQ,19/05/2025,"2,400","2,800","2,600",26.00
Kerala,Kozhikode(Calicut),Mukkom,Snakeguard,Snakeguard,FAQ,19/05/2025,"3,000","3,400","3,200",32.00
Kerala,Kozhikode(Calicut),Palayam,Ashgourd,Other,FAQ,19/05/2025,900,900,900,9.00
Kerala,Kozhikode(Calicut),Palayam,Carrot,Other,FAQ,19/05/2025,"2,700","2,700","2,700",27.00
Kerala,Kozhikode(Calicut),Palayam,Cucumbar(Kheera),Other,FAQ,19/05/2025,800,800,800,8.00
Kerala,Kozhikode(Calicut),Perambra,Cabbage,Other,FAQ,19/05/2025,"2,000","2,500","2,200",22.00
Kerala,Kozhikode(Calicut),Perambra,Capsicum,Capsicum,FAQ,19/05/2025,"6,000","6,500","6,200",62.00
Kerala,Kozhikode(Calicut),Quilandy,Beetroot,Other,FAQ,19/05/2025,"3,700","4,000","3,900",39.00
Kerala,Kozhikode(Calicut),Quilandy,Cluster beans,Other,FAQ,19/05/2025,"3,000","3,200","3,000",30.00
Kerala,Kozhikode(Calicut),Quilandy,Cowpea(Veg),Other,FAQ,19/05/2025,"3,800","4,000","3,800",38.00
Kerala,Kozhikode(Calicut),Vellannur VFPCK,Amaranthus,Amaranth Greens-Organic,FAQ,19/05/2025,"3,000","3,000","3,000",30.00
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),Cowpea(Veg),Cowpea (Veg),FAQ,19/05/2025,"2,700","3,000","3,000",30.00
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),French Beans (Frasbean),French Beans (Frasbean),FAQ,19/05/2025,"8,300","8,600","8,600",86.00
Kerala,Kozhikode(Calicut),Kottakkal,Bhindi(Ladies Finger),Other,FAQ,19/05/2025,"2,700","2,900","2,800",28.00
Kerala,Malappuram,Kottakkal,Chikoos(Sapota),Other,Large,19/05/2025,"3,300","3,500","3,400",34.00
Kerala,Malappuram,Kottakkal,Mousambi(Sweet Lime),Mosambi-Organic,Large,19/05/2025,"5,600","5,800","5,700",57.00
Kerala,Malappuram,Kottakkal,Pumpkin,Other,FAQ,19/05/2025,"1,000","1,200","1,100",11.00
Kerala,Malappuram,Perinthalmanna,Brinjal,Brinjal,FAQ,19/05/2025,"2,000","3,000","2,500",25.00
Kerala,Malappuram,Perinthalmanna,Cluster beans,Cluster Beans,FAQ,19/05/2025,"3,500","4,000","3,800",38.00
Kerala,Malappuram,Perinthalmanna,Colacasia,Other,FAQ,19/05/2025,"4,000","5,000","4,500",45.00
Kerala,Malappuram,Perinthalmanna,Cucumbar(Kheera),Cucumbar,FAQ,19/05/2025,"1,800","3,000","2,000",20.00
Kerala,Malappuram,Perinthalmanna,Snakeguard,Snakeguard,FAQ,19/05/2025,"1,500","2,000","1,800",18.00
Kerala,Palakad,Koduvayoor,Banana,Palayamthodan,Medium,19/05/2025,"2,500","2,900","2,700",27.00
